Symbol,CompanyName,Sector,Industry
TRSWF,TRANSALTA RENEWABLES INC,Utilities,Independent Power & Renewable Electricity Producers
UGI,UGI Corp,Utilities,Gas Utilities
UNPRF,UNIPER SE,Utilities,Independent Power & Renewable Electricity Producers
USWF,U S WIND FARMING INC,Utilities,Electric Utilities
UTL,Unitil Corporation,Utilities,Multi-Utilities
UUGRY,United Utilities Group PLC (ADR),Utilities,Water Utilities
VEOEF,VEOLIA ENVIRONNEMENT S A,Utilities,Multi-Utilities
VEOEY,Veolia Environnement SA (ADR),Utilities,Multi-Utilities
VIA,Via Renewables Inc,Utilities,Electric Utilities
VST,Vistra Corp,Utilities,Independent Power & Renewable Electricity Producers
VVPR,VivoPower International PLC,Utilities,Independent Power & Renewable Electricity Producers
WAVE,ECO WAVE POWER GLOBAL AB,Utilities,Independent Power & Renewable Electricity Producers
WBRE,WILD BRUSH ENERGY INC,Utilities,Independent Power & Renewable Electricity Producers
WEC,WEC Energy Group Inc,Utilities,Multi-Utilities
WEGYF,WESTBRIDGE RENWBLE ENRG CORP,Utilities,Independent Power & Renewable Electricity Producers
WSRC,Western Sierra Resource Corp,Utilities,Water Utilities
WTRG,Essential Utilities Inc,Utilities,Water Utilities
WWPW,Wind Works Power Corp,Utilities,Independent Power & Renewable Electricity Producers
XEL,Xcel Energy Inc,Utilities,Electric Utilities
XNGSF,ENN ENERGY HOLDINGS LTD,Utilities,Gas Utilities
XNGSY,ENN ENERGY HOLDINGS LTD,Utilities,Gas Utilities
YORW,York Water Co,Utilities,Water Utilities
ZHYLF,Zhaoheng Hydropower Co Ltd,Utilities,Electric Utilities
