Symbol,CompanyName,Sector,Industry
DK,Delek US Holdings Inc,Energy,"Oil, Gas & Consumable Fuels"
DKL,Delek Logistics Partners LP,Energy,"Oil, Gas & Consumable Fuels"
DKLRF,DECKLAR RESOURCES INC,Energy,"Oil, Gas & Consumable Fuels"
DLNG,Dynagas LNG Partners LP,Energy,"Oil, Gas & Consumable Fuels"
DLNG-B,Dynagas LNG Partners LP,Energy,"Oil, Gas & Consumable Fuels"
DLTA,Delta Oil & Gas Inc,Energy,"Oil, Gas & Consumable Fuels"
DMEC,DOMESTIC ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
DMLP,Dorchester Minerals LP,Energy,"Oil, Gas & Consumable Fuels"
DNN,Denison Mines Corp,Energy,"Oil, Gas & Consumable Fuels"
DO,Diamond Offshore Drilling Inc,Energy,Energy Equipment & Services
DOMR,Dominion Resources Black Warrior Trust,Energy,"Oil, Gas & Consumable Fuels"
DRQ,Dril-Quip Inc,Energy,Energy Equipment & Services
DRYN,DRAYTON RICHDALE CORP,Energy,Energy Equipment & Services
DTI,Drilling Tools International Corp,Energy,Energy Equipment & Services
DTM,DT Midstream Inc,Energy,"Oil, Gas & Consumable Fuels"
DVN,Devon Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
DVNGF,DEVIN ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
DWOG,"Deep Well Oil & Gas, Inc.",Energy,"Oil, Gas & Consumable Fuels"
DWSN,Dawson Geophysical Co,Energy,Energy Equipment & Services
DXIEF,DXI Capital Corp,Energy,"Oil, Gas & Consumable Fuels"
E,Eni SpA (ADR),Energy,"Oil, Gas & Consumable Fuels"
EBYH,Strainsforpains Inc,Energy,"Oil, Gas & Consumable Fuels"
EC,Ecopetrol SA (ADR),Energy,"Oil, Gas & Consumable Fuels"
ECAOF,ECO (ATLANTIC) OIL & GAS LTD,Energy,"Oil, Gas & Consumable Fuels"
ECCE,Eagle Ford Oil & Gas Corp,Energy,"Oil, Gas & Consumable Fuels"
ECTM,Eca Marcellus Trust I,Energy,"Oil, Gas & Consumable Fuels"
EE,Excelerate Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
EEYUF,ESSENTIAL ENERGY SVCS LTD,Energy,Energy Equipment & Services
EFIR,EGPI Firecreek Inc,Energy,"Oil, Gas & Consumable Fuels"
EFVIF,EF ENERGYFUNDERS VENTURE INC,Energy,"Oil, Gas & Consumable Fuels"
EFXT,ENERFLEX LTD,Energy,Energy Equipment & Services
EGTK,American Mobile Power Inc,Energy,"Oil, Gas & Consumable Fuels"
EGY,"VAALCO Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels"
EHYD,EHYDROGEN SOLUTIONS INC,Energy,"Oil, Gas & Consumable Fuels"
EMBYF,NEXERA ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
ENB,Enbridge Inc (USA),Energy,"Oil, Gas & Consumable Fuels"
ENG,ENGlobal Corp,Energy,Energy Equipment & Services
ENGT,Energy and Technology Corp,Energy,Energy Equipment & Services
ENGY,Central Energy Partners LP,Energy,"Oil, Gas & Consumable Fuels"
ENLC,EnLink Midstream LLC,Energy,"Oil, Gas & Consumable Fuels"
