Symbol,CompanyName,Sector,Industry
GBCS,Selectis Health Inc,Real Estate,Health Care REITs
GBR,"New Concept Energy, Inc.",Real Estate,Real Estate Management & Development
GEBRF,GREENBRIAR CAPITAL CORP,Real Estate,Real Estate Management & Development
GGE,Green Giant Inc,Real Estate,Real Estate Management & Development
GIPR,Generation Income Properties Inc,Real Estate,Diversified REITs
GLCO,Global Links Corporation,Real Estate,Real Estate Management & Development
GLPI,Gaming and Leisure Properties Inc,Real Estate,Specialized REITs
GMRE,Global Medical REIT Inc,Real Estate,Health Care REITs
GMRE-A,Global Medical REIT Inc,Real Estate,Health Care REITs
GNL,Global Net Lease Inc,Real Estate,Diversified REITs
GNL-A,Global Net Lease Inc,Real Estate,Diversified REITs
GNL-B,Global Net Lease Inc,Real Estate,Diversified REITs
GNLAF,GENESIS LAND DEVELOPMENT CP,Real Estate,Real Estate Management & Development
GOOD,Gladstone Commercial Corporation,Real Estate,Diversified REITs
GRWC,Grow Capital Inc,Real Estate,Real Estate Management & Development
GTY,Getty Realty Corp.,Real Estate,Retail REITs
GYRO,Gyrodyne LLC,Real Estate,Real Estate Management & Development
GZTGF,G CITY LTD,Real Estate,Real Estate Management & Development
HHBT,HH Biotechnology Holdings Co,Real Estate,Real Estate Management & Development
HHDS,Highlands REIT Inc,Real Estate,Diversified REITs
HHH,Howard Hughes Holdings Inc,Real Estate,Real Estate Management & Development
HIHI,Holiday Island Holdings Inc,Real Estate,Real Estate Management & Development
HIW,Highwoods Properties Inc,Real Estate,Office REITs
HLDCY,Henderson Land Development Co Ltd - ADR,Real Estate,Real Estate Management & Development
HLPPY,Hang Lung Properties Ltd - ADR,Real Estate,Real Estate Management & Development
HLTC,HEALTHCARE TRUST,Real Estate,Health Care REITs
HNGKY,HONGKONG LAND HOLDINGS LTD,Real Estate,Real Estate Management & Development
HOOB,"Holobeam, Inc.",Real Estate,Real Estate Management & Development
HOUS,Anywhere Real Estate Inc,Real Estate,Real Estate Management & Development
HPP,Hudson Pacific Properties Inc,Real Estate,Office REITs
HPP-C,Hudson Pacific Properties Inc,Real Estate,Office REITs
HR,Healthcare Realty Trust Inc,Real Estate,Health Care REITs
HRUFF,H&R REAL ESTATE INVT TR,Real Estate,Diversified REITs
HST,Host Hotels & Resorts Inc,Real Estate,Hotel & Resort REITs
HT,Hersha Hospitality Trust,Real Estate,Hotel & Resort REITs
HT-C,Hersha Hospitality Trust,Real Estate,Hotel & Resort REITs
HT-D,Hersha Hospitality Trust,Real Estate,Hotel & Resort REITs
HT-E,Hersha Hospitality Trust,Real Estate,Hotel & Resort REITs
HTIA,Healthcare Trust Inc,Real Estate,Health Care REITs
HTIBP,Healthcare Trust Inc,Real Estate,Health Care REITs
HTSC,Here To Serve Holding Corp,Real Estate,Real Estate Management & Development
IHT,InnSuites Hospitality Trust,Real Estate,Hotel & Resort REITs
IIPR,Innovative Industrial Properties Inc,Real Estate,Industrial REITs
IIPR-A,Innovative Industrial Properties Inc,Real Estate,Industrial REITs
IIPZF,INTERRENT REAL ESTATE INV TR,Real Estate,Residential REITs
ILAL,International Land Alliance Inc,Real Estate,Real Estate Management & Development
ILPT,Industrial Logistics Properties Trust,Real Estate,Industrial REITs
INN,Summit Hotel Properties Inc,Real Estate,Hotel & Resort REITs
INN-E,Summit Hotel Properties Inc,Real Estate,Hotel & Resort REITs
INN-F,Summit Hotel Properties Inc,Real Estate,Hotel & Resort REITs
INTG,InterGroup Corp,Real Estate,Real Estate Management & Development
INVH,Invitation Homes Inc,Real Estate,Residential REITs
IRM,Iron Mountain Inc,Real Estate,Specialized REITs
IRMTF,INFORMATION SERVICES CORP,Real Estate,Real Estate Management & Development
IRS,Irsa Inversiones y Rprsntcins SA (ADR),Real Estate,Real Estate Management & Development
IRT,Independence Realty Trust Inc,Real Estate,Residential REITs
IVREF,INOVALIS REAL ESTATE INVT TR,Real Estate,Office REITs
IVT,Inventrust Properties Corp,Real Estate,Retail REITs
JBGS,JBG SMITH Properties,Real Estate,Office REITs
JLL,Jones Lang LaSalle Inc,Real Estate,Real Estate Management & Development
JOE,St Joe Co,Real Estate,Real Estate Management & Development
KANP,Kaanapali Land LLC,Real Estate,Real Estate Management & Development
KBSR,KBS Real Estate Investment Trust III Inc,Real Estate,Office REITs
KDCCF,KADESTONE CAPITAL CORP,Real Estate,Real Estate Management & Development
KIM,Kimco Realty Corp,Real Estate,Retail REITs
KLPEF,KLEPIERRE,Real Estate,Retail REITs
KMMPF,KILLAM APARTMENT REIT,Real Estate,Residential REITs
KRC,Kilroy Realty Corp,Real Estate,Office REITs
KRG,Kite Realty Group Trust,Real Estate,Retail REITs
KRYPY,KERRY PROPERTIES LTD,Real Estate,Real Estate Management & Development
KW,Kennedy-Wilson Holdings Inc,Real Estate,Real Estate Management & Development
LAMR,Lamar Advertising Co,Real Estate,Specialized REITs
LAND,Gladstone Land Corp,Real Estate,Specialized REITs
LANDM,Gladstone Land Corp,Real Estate,Specialized REITs
LANDO,Gladstone Land Corp,Real Estate,Specialized REITs
LANDP,Gladstone Land Corp,Real Estate,Specialized REITs
LDSCY,LAND SECURITIES GROUP PLC,Real Estate,Diversified REITs
LEJU,Leju Holdings Ltd (ADR),Real Estate,Real Estate Management & Development
LGMMY,LEG IMMOBILIEN SE,Real Estate,Real Estate Management & Development
